filter,P1_flux,P2_flux,P2/P1_flux,P1_peak,P2_peak,P2/P1_peak,background,P1_x,P1_y,P2_x,P2_y
F435W,0.002156166359782219,0.0024218596518039703,1.1232248573104477,0.003107760101556778,0.0023421533405780792,0.7536467629547141,0.018969396129250526,4.356967716352756,1.3342450603698808,4.3720049081152865,7.516882285107272
F606W,0.051236771047115326,-0.05579906702041626,-1.0890433936421486,0.013078119605779648,0.011916164308786392,0.9111527243962695,0.08069093152880669,4.53721468228332,0.9848685925123846,4.552273078993949,7.167505780397846
F775W,0.00886160135269165,-0.011572502553462982,-1.3059154991155086,0.010213490575551987,0.013443153351545334,1.3162153773093193,0.054381001740694046,4.53721468228332,0.9848685925123846,4.552273078993949,7.167505780397846
F850LP,-0.004221070557832718,0.014954855665564537,-3.542905872021958,0.004751851782202721,0.008743222802877426,1.8399611780030112,0.025732621550559998,4.53721468228332,0.9848685925122709,4.552273078993949,7.1675057803977325
