x_pixel,y_pixel,ra_deg,dec_deg,dx_arcsec,dy_arcsec,radius_from_center_arcsec,inside_nominal_aperture,pabeta_flux,pagamma_flux,ratio,best_av,best_te,best_ne,best_intrinsic_ratio,grid_residual,chaos_1sigma,chaos_2sigma,chaos_3sigma
61,50,202.48212589465055,47.19595914354911,-0.100000001490116,0.2000000029802321,0.2236068010819797,True,8.314370637204789,4.711185932159424,1.7648147954529585,2.2052961080794176,15000.0,100000000000.0,1.50387597,0.031906689123379905,False,True,True
62,50,202.4820850145,47.1959591435564,0.0,0.2000000029802321,0.2000000029802321,True,8.413325853807745,4.975704193115234,1.6908814365309472,2.395281727735811,10000.0,100000000000.0,1.42114943,0.15807893053301347,False,False,False
63,50,202.48204413434945,47.19595914354911,0.100000001490116,0.2000000029802321,0.2236068010819797,True,7.512134500160807,1.8175774812698364,4.133047739407792,7.564342016735614,5000.0,100000000000000.0,2.38739377,5.327139219532816,False,False,False
64,50,202.48200325419884,47.1959591435273,0.2000000029802321,0.2000000029802321,0.2828427166893036,True,6.395881243449043,0.776638925075531,8.23533438377045,17.06667200489786,5000.0,100000000000000.0,2.38739377,14.829469207695062,False,False,False
65,50,202.4819623740483,47.19595914349094,0.3000000044703481,0.2000000029802321,0.3605551329190887,True,5.044895051110612,1.7400368452072144,2.8993035779709797,2.677619085034042,5000.0,100000000000000.0,2.38739377,0.44041628783124454,False,False,False
66,50,202.4819214938977,47.19595914344005,0.4000000059604642,0.2000000029802321,0.4472136021639595,True,4.5836548737319704,-0.6262262463569641,,,,,,,False,False,False
59,51,202.48220765501597,47.195986921269125,-0.3000000044703481,0.3000000044703481,0.4242640750339554,True,28.319837766385493,11.946110725402832,2.370632452465447,2.2544586759003447,10000.0,100000000000000.0,2.01292705,0.01725587869754719,True,True,True
60,51,202.482166774844,47.1959869213055,-0.2000000029802321,0.3000000044703481,0.3605551329190887,True,17.04634158105912,9.25088119506836,1.8426721975574087,2.2677663081177353,20000.0,100000000000.0,1.56312094,0.030563510914937808,False,True,True
61,51,202.482125894672,47.1959869213273,-0.100000001490116,0.3000000044703481,0.3162277707289986,True,9.65953276056668,3.8150455951690674,2.5319573566298645,2.3571162439055593,7500.0,100000000000000.0,2.13395639,0.11991344670276183,False,False,False
62,51,202.4820850145,47.195986921334566,0.0,0.3000000044703481,0.3000000044703481,True,7.431128133359122,4.035628318786621,1.841380708616252,2.258102645010941,20000.0,100000000000.0,1.56312094,0.02089984780814369,True,True,True
63,51,202.482044134328,47.1959869213273,0.100000001490116,0.3000000044703481,0.3162277707289986,True,6.638676241333197,4.763515472412109,1.393650609467121,1.1091012065203172,5000.0,100000000000.0,1.28589947,1.1281015906824803,False,False,False
64,51,202.48200325415604,47.1959869213055,0.2000000029802321,0.3000000044703481,0.3605551329190887,True,4.712138643339112,1.0636688470840454,4.43008052389334,8.520926081216833,5000.0,100000000000000.0,2.38739377,6.283723284014036,False,False,False
65,51,202.4819623739841,47.195986921269125,0.3000000044703481,0.3000000044703481,0.4242640750339554,True,4.291915006432554,1.5550076961517334,2.760060298771512,1.9992419336566294,5000.0,100000000000000.0,2.38739377,0.23796086354616808,False,False,False
60,52,202.4821667748868,47.19601469908367,-0.2000000029802321,0.4000000059604642,0.4472136021639595,True,17.058834067788883,5.996469974517822,2.844812721531319,2.4161078404037775,5000.0,100000000000000.0,2.38739377,0.17890504320098,False,False,False
61,52,202.48212589469335,47.196014699105504,-0.100000001490116,0.4000000059604642,0.4123105687056719,True,13.406062563707755,6.708556652069092,1.998352739493223,2.2416437656240897,30000.0,100000000.0,1.69839909,0.004440968421292268,True,True,True
62,52,202.4820850145,47.196014699112766,0.0,0.4000000059604642,0.4000000059604642,True,6.8872541405328,5.101675987243652,1.3499983452014295,0.6704777914566996,5000.0,100000000000.0,1.28589947,1.5667250057460977,False,False,False
63,52,202.48204413430665,47.196014699105504,0.100000001490116,0.4000000059604642,0.4123105687056719,True,5.291105064778093,2.075413465499878,2.5494221526136687,2.4518621656184396,7500.0,100000000000000.0,2.13395639,0.21465936841564215,False,False,False
64,52,202.48200325411324,47.19601469908367,0.2000000029802321,0.4000000059604642,0.4472136021639595,True,3.2108438837215436,4.777812480926514,0.6720322106695357,-8.94395693720457,5000.0,100000000000.0,1.28589947,11.181159734407368,False,False,False
