aperture_pixels,common_velocity_kms,common_velocity_uncertainty_kms,common_fwhm_velocity_kms,pabeta_flux,pabeta_flux_uncertainty,pagamma_flux,pagamma_flux_uncertainty,ratio,ratio_uncertainty,reduced_chi2,independent_profile_ratio,existing_pagamma_flux
69,568.2529940676866,1.8307340751810115,320.62561064596355,2118.5590915081207,29.97241914140881,630.8441854235124,20.680691017493032,3.3582921749303947,0.1199079512398321,14.526119957621063,3.19518246,667.411923289299
