x_pixel,y_pixel,ra_deg,dec_deg,dx_arcsec,dy_arcsec,radius_from_center_arcsec,inside_nominal_aperture
9,1,202.4842516069057,47.19459801200331,-5.300000078976151,-4.700000070035454,7.083784404926542,False
10,1,202.48421072780374,47.19459801276667,-5.200000077486035,-4.700000070035454,7.009279667996423,False
11,1,202.4841698487018,47.194598013515495,-5.1000000759959185,-4.700000070035454,6.9354164571056325,False
12,1,202.48412896959985,47.194598014249785,-5.000000074505802,-4.700000070035454,6.862215487974077,False
13,1,202.48408809049786,47.19459801496953,-4.900000073015686,-4.700000070035454,6.7896981798815625,False
14,1,202.4840472113959,47.19459801567475,-4.80000007152557,-4.700000070035454,6.717886672531678,False
15,1,202.48400633229392,47.19459801636542,-4.700000070035454,-4.700000070035454,6.6468038421986355,False
16,1,202.48396545319196,47.19459801704156,-4.600000068545338,-4.700000070035454,6.576473316980035,False
17,1,202.48392457409,47.19459801770312,-4.500000067055222,-4.700000070035454,6.506919490959626,False
18,1,202.483883694988,47.194598018350185,-4.400000065565107,-4.700000070035454,6.438167537064116,False
19,1,202.48384281588605,47.19459801898266,-4.3000000640749905,-4.700000070035454,6.370243418377212,False
20,1,202.48380193678406,47.19459801960063,-4.200000062584874,-4.700000070035454,6.303173897652374,False
21,1,202.4837610576821,47.194598020204054,-4.100000061094758,-4.700000070035454,6.236986544743406,False
22,1,202.48372017858014,47.19459802079293,-4.000000059604642,-4.700000070035454,6.171709741649425,False
23,1,202.48367929947815,47.19459802136727,-3.900000058114526,-4.700000070035454,6.1073726848479275,False
24,1,202.48363842037614,47.19459802192709,-3.80000005662441,-4.700000070035454,6.044005384567323,False
25,1,202.48359754127418,47.194598022472356,-3.7000000551342938,-4.700000070035454,5.9816386606286285,False
26,1,202.4835566621722,47.194598023003074,-3.6000000536441776,-4.700000070035454,5.920304134465675,False
27,1,202.4835157830702,47.19459802351926,-3.500000052154062,-4.700000070035454,5.8600342169147535,False
28,1,202.48347490396822,47.194598024020905,-3.400000050663946,-4.700000070035454,5.800862091348846,False
29,1,202.48343402486623,47.194598024508,-3.3000000491738297,-4.700000070035454,5.7428216917191985,False
30,1,202.48339314576424,47.19459802498056,-3.2000000476837136,-4.700000070035454,5.685947675059017,False
31,1,202.48335226666222,47.19459802543858,-3.1000000461935975,-4.700000070035454,5.630275388001335,False
32,1,202.48331138756024,47.19459802588208,-3.0000000447034814,-4.700000070035454,5.575840826866758,False
33,1,202.48327050845825,47.194598026311,-2.9000000432133652,-4.700000070035454,5.522680590887979,False
34,1,202.48322962935623,47.1945980267254,-2.8000000417232496,-4.700000070035454,5.470831828157714,False
35,1,202.48318875025424,47.19459802712525,-2.7000000402331334,-4.700000070035454,5.420332173916299,False
36,1,202.48314787115225,47.19459802751058,-2.6000000387430173,-4.700000070035454,5.371219680835719,False
37,1,202.48310699205024,47.194598027881355,-2.500000037252901,-4.700000070035454,5.323532741009281,False
