chaos_region,chaos_ra_deg,chaos_dec_deg,jwst_center_x,jwst_center_y,aperture_radius_arcsec,aperture_area_arcsec2,n_aperture_pixels,total_pabeta,total_pagamma,integrated_ratio,pixel_ratio_median,pixel_ratio_min,pixel_ratio_max,flux_weighted_pixel_ratio,brightest_1_beta_fraction,brightest_5_beta_fraction,brightest_10_beta_fraction,brightest_1_gamma_fraction,brightest_5_gamma_fraction,brightest_10_gamma_fraction,chaos_beta_fraction,chaos_gamma_fraction,chaos_Av,chaos_Av_sigma,best_Te_at_chaos_Av,best_ne_at_chaos_Av,best_predicted_ratio_at_chaos_Av,best_ratio_difference,n_1sigma_compatible_SH_points
NGC5194+30.2+2.2,202.4820833333,47.1959,62.0,48.0,0.45,0.6361725123519332,69,1340.918316979832,667.411923289299,2.009131497638217,2.0834121185187877,0.6346162351079802,8.23533438377045,2.1974105694442847,0.07714468041810879,0.2984134110361684,0.45381501876273883,0.0757647643132567,0.2692662272879489,0.422698026405743,0.952576208828201,0.9628112356164722,2.237203,0.028182,5000.0,1000000000.0,2.0089840751652264,-0.00014742247299048827,17
