aperture_pixels,pabeta_component1_velocity_kms,pabeta_component1_sigma_kms,pabeta_component1_flux,pabeta_component2_velocity_kms,pabeta_component2_sigma_kms,pabeta_component2_flux,pagamma_component1_velocity_kms,pagamma_component1_sigma_kms,pagamma_component1_flux,pagamma_component2_velocity_kms,pagamma_component2_sigma_kms,pagamma_component2_flux,component1_ratio,component2_ratio,total_pabeta_flux,total_pagamma_flux,total_ratio,pabeta_reduced_chi2,pagamma_reduced_chi2,existing_pagamma_aperture_sum
69,120.07462807865318,499.99999999999994,185.2416181408142,569.0647518629124,133.03899758768262,2063.356362125243,430.4063775579933,47.85534939035493,443.0675069760899,730.8217649646988,52.781211622212304,331.14998223340837,0.41808892600831316,6.230881693573225,2248.597980266057,774.2174892094982,2.9043492450189294,11.200517814557692,91.043407571426,667.411923289299
