predicted_pagamma_nm,nearest_plane,nearest_plane_wavelength_nm,nearest_plane_velocity_kms,spectral_spacing_nm,instrumental_fwhm_nm,pabeta_aperture_flux,existing_pagamma_aperture_flux,nominal_aperture_pixels
1095.4892666459275,197,1095.6100308976602,496.0994805864801,0.6360000115819275,0.4057367654244176,2059.4152245521545,668.038149535656,69
