species,wavelength_source,rest_wavelength_vacuum_nm,predicted_wavelength_at_M51_nm,observed_feature_nm,wavelength_difference_nm,absolute_wavelength_difference_nm,required_velocity_kms,reference_velocity_kms,velocity_offset_kms,instrument_fwhm_nm,distance_in_fwhm,relative_intensity,Aki_s-1,lower_energy_cm-1,upper_energy_cm-1,lower_configuration,lower_term,lower_J,upper_configuration,upper_term,upper_J,accuracy,line_reference,ranking
Ne I,Ritz vacuum,1278.0148987618443,1280.463011199761,1284.2613044,-3.798293200238959,3.798293200238959,1461.6801799902855,573.72,887.9601799902855,1.4015729612572303,2.7100217435928826,16.0,nan,163038.3544,170862.9893,2s2.2p5.(2P*<3/2>).4p,2[3/2],2,2s2.2p5.(2P*<3/2>).6d,2[3/2]*,2,,L9097,distant
Ne I,Ritz vacuum,1285.6553337147027,1288.1180818535468,1284.2613044,3.8567774535467834,3.8567774535467834,-325.23961720071134,573.72,-898.9596172007114,1.4015729612572303,2.7517493274750398,5.0,73400.0,162517.8755,170296.0099,2s2.2p5.(2P*<3/2>).4p,2[1/2],1,2s2.2p5.(2P*<1/2>).5d,2[3/2]*,1,C+,L9097,distant
Fe II,Ritz vacuum,1277.935277139048,1280.38323705708,1284.2613044,-3.878067342920076,3.878067342920076,1480.3576859336501,573.72,906.6376859336501,1.4015729612572303,2.766939324686598,nan,0.0073,22939.3512,30764.4737,3d6.(3F2).4s,b 4F,5/2,3d6.(3G).4s,b 2G,7/2,C,,distant
C I,Ritz vacuum,1277.7994402499276,1280.2471399644376,1284.2613044,-4.014164435562407,4.014164435562407,1512.224733912098,573.72,938.5047339120979,1.4015729612572303,2.864042434124618,nan,34000.0,81344.05485,89170.01,2s2.2p.4p,3P,2,2s2.2p.(2P*<3/2>).8d,2[1/2]*,1,D,,distant
C I,Ritz vacuum,1285.9796617961124,1288.4430312044042,1284.2613044,4.181726804404207,4.181726804404207,-400.85763476735434,573.72,-974.5776347673543,1.4015729612572303,2.9835955173201545,nan,30000.0,80782.44916,88558.62,2s2.2p.4p,3D,1,2s2.2p.(2P*<1/2>).7d,2[3/2]*,1,D,,distant
Mg II,Ritz vacuum,1285.981662339423,1288.4450355798726,1284.2613044,4.183731179872666,4.183731179872666,-401.32400781681395,573.72,-975.044007816814,1.4015729612572303,2.985025607314657,nan,130000.0,109062.32,116838.48,2p6.6f,2F*,5/2,2p6.10d,2D,3/2,D+,,distant
Mg II,Ritz vacuum,1285.986663697699,1288.4500465185436,1284.2613044,4.188742118543587,4.188742118543587,-402.48993725766434,573.72,-976.2099372576644,1.4015729612572303,2.9886008323007514,nan,6170.0,109062.32,116838.45,2p6.6f,2F*,5/2,2p6.10d,2D,5/2,E,,distant
Mg II,Ritz vacuum,1285.991665055975,1288.4550574572145,1284.2613044,4.193753057214508,4.193753057214508,-403.65586215196964,573.72,-977.3758621519696,1.4015729612572303,2.992176057286845,nan,124000.0,109062.35,116838.45,2p6.6f,2F*,7/2,2p6.10d,2D,5/2,D+,,distant
Na I,Ritz vacuum,1277.506960821608,1279.9541002746319,1284.2613044,-4.307204125368116,4.307204125368116,1580.8511759373848,573.72,1007.1311759373848,1.4015729612572303,3.0731215886931027,nan,2330.0,33200.673,nan,2p6.5s,2S,1/2,2p6.17p,2P*,1/2,C',,poor
Na I,Ritz vacuum,1277.4999589201107,1279.9470849605818,1284.2613044,-4.314219439418139,4.314219439418139,1582.494270376969,573.72,1008.7742703769691,1.4015729612572303,3.0781269036099443,nan,2330.0,33200.673,nan,2p6.5s,2S,1/2,2p6.17p,2P*,3/2,C',,poor
N I,Ritz vacuum,1277.499758865782,1279.9468845230374,1284.2613044,-4.314419876962575,4.314419876962575,1582.5412160633525,573.72,1008.8212160633525,1.4015729612572303,3.078269912607675,nan,663000.0,96787.68,104615.47,2s2.2p2.(3P).3p,2D*,3/2,2s2.2p2.(3P).3d,2P,3/2,C+,,poor
Ne I,Ritz vacuum,1277.3017750996225,1279.748521507371,1284.2613044,-4.512782892629048,4.512782892629048,1629.0045802496252,573.72,1055.2845802496252,1.4015729612572303,3.2197987670802517,1600.0,244000.0,150772.1118,158601.1152,2s2.2p5.(2P*<1/2>).3p,2[3/2],1,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,C+,L9097,poor
N I,Ritz vacuum,1277.08924738385,1279.5355866823033,1284.2613044,-4.725717717696625,4.725717717696625,1678.889086165275,573.72,1105.169086165275,1.4015729612572303,3.371724375631213,nan,169000.0,112319.805,120150.1,2s2.2p2.(1D).3p,2P*,3/2,2s2.2p2.(1D).3d,2D,5/2,C+,,poor
Fe II,Ritz vacuum,1286.556698508823,1289.0211732647558,1284.2613044,4.759868864755845,4.759868864755845,-535.3481207865706,573.72,-1109.0681207865705,1.4015729612572303,3.3960906754980322,6.0,nan,103878.37,111651.055,3d6.(3H).4d,4I,15/2,3d5.(4G).4s.(5G).4p,4H*,13/2,,L18349c139,poor
Ne I,Ritz vacuum,1277.0077452504795,1279.4539284268199,1284.2613044,-4.807375973180115,4.807375973180115,1698.02144481886,573.72,1124.3014448188599,1.4015729612572303,3.429986241221315,nan,nan,161699.6613,169530.4673,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,2,2s2.2p5.(2P*<3/2>).5f,2[3/2],1,,L9097,poor
Ne I,Ritz vacuum,1277.004664413823,1279.4508416886404,1284.2613044,-4.810462711359605,4.810462711359605,1698.7446848059576,573.72,1125.0246848059576,1.4015729612572303,3.4321885797829275,nan,nan,161699.6613,169530.4862,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,2,2s2.2p5.(2P*<3/2>).5f,2[3/2],2,,L9097,poor
Fe II,Ritz vacuum,1286.7081696457203,1289.172934553493,1284.2613044,4.911630153492979,4.911630153492979,-570.64161155803,573.72,-1144.36161155803,1.4015729612572303,3.504369939533636,5.0,31000.0,102394.764,110166.534,3d6.(5D).6s,4D,7/2,3d6.(3F2).5p,4F*,9/2,E,L18349c139,poor
C I,Ritz vacuum,1286.721863364695,1289.186654503589,1284.2613044,4.925350103588926,4.925350103588926,-573.8321072471673,573.72,-1147.5521072471674,1.4015729612572303,3.5141589055562394,nan,35000.0,80834.62491,88606.32,2s2.2p.4p,3D,3,2s2.2p.(2P*<3/2>).7d,2[5/2]*,3,D,,poor
Ne I,Ritz vacuum,1286.761374095121,1289.2262409191344,1284.2613044,4.964936519134426,4.964936519134426,-583.0375100436315,573.72,-1156.7575100436316,1.4015729612572303,3.5424031829786506,7.0,83000.0,162517.8755,170289.3243,2s2.2p5.(2P*<3/2>).4p,2[1/2],1,2s2.2p5.(2P*<1/2>).5d,2[5/2]*,2,C+,L9097,poor
Fe II,Ritz vacuum,1286.7652951600144,1289.2301694950575,1284.2613044,4.968865095057481,4.968865095057481,-583.9510434010867,573.72,-1157.6710434010868,1.4015729612572303,3.545206159371354,1.4,nan,99688.355,107459.78,3d6.(3F2).5s,f 4F,7/2,3d5.(2F1).4s.4p.(3P*),4G*,7/2,,L18349c145,poor
Fe II,Ritz vacuum,1276.81681339954,1279.26263083473,1284.2613044,-4.998673565269883,4.998673565269883,1742.8467979250195,573.72,1169.1267979250194,1.4015729612572303,3.5664740284273204,1.8,nan,99918.563,107750.54,3d6.(3F2).5s,f 4F,3/2,3d6.(5D).6p,4D*,1/2,,L18349c139,poor
Ne I,Ritz vacuum,1286.8247313018394,1289.2897194902955,1284.2613044,5.028415090295539,5.028415090295539,-597.7981889450837,573.72,-1171.5181889450837,1.4015729612572303,3.5876941331580636,11.0,141000.0,162517.8755,170288.9415,2s2.2p5.(2P*<3/2>).4p,2[1/2],1,2s2.2p5.(2P*<1/2>).5d,2[3/2]*,2,C+,L9097,poor
Ne II,Ritz vacuum,1286.8574201795739,1289.322470985491,1284.2613044,5.061166585491037,5.061166585491037,-605.413612267981,573.72,-1179.1336122679809,1.4015729612572303,3.611061803697398,115.0,nan,246394.1202,254164.9888,2s2.2p4.(1D).3s,2D,5/2,2s2.2p4.(3P).3p,2P*,3/2,,L11301,poor
Fe I,Observed vacuum,1286.8576802502048,1289.3227315543024,1284.2613044,5.061427154302464,5.061427154302464,-605.4741993125151,573.72,-1179.1941993125151,1.4015729612572303,3.6112477153970595,580.0,nan,nan,nan,,,,,,,,L11631,poor
Fe II,Ritz vacuum,1286.9123350935195,1289.3774910921725,1284.2613044,5.116186692172505,5.116186692172505,-618.2065269673859,573.72,-1191.926526967386,1.4015729612572303,3.65031777409805,5.0,nan,103874.261,111644.798,3d6.(3H).4d,4H,9/2,3d5.(2H).4s.4p.(3P*),4I*,9/2,,L18349c139,poor
O II,Ritz vacuum,1276.7021422585792,1279.1477400344784,1284.2613044,-5.113564365521597,5.113564365521597,1769.771495907676,573.72,1196.0514959076759,1.4015729612572303,3.6484467857703673,nan,6630000.0,248010.23,255842.91,2s2.2p2.(3P).4p,2D*,3/2,2s2.2p2.(3P).4d,2D,3/2,D,,poor
Na I,Ritz vacuum,1286.9425232921167,1289.4077371180333,1284.2613044,5.1464327180333385,5.1464327180333385,-625.2389012345193,573.72,-1198.9589012345193,1.4015729612572303,3.6718978321449045,nan,2780.0,33200.673,nan,2p6.5s,2S,1/2,2p6.16p,2P*,3/2,C',,poor
Na I,Ritz vacuum,1286.951125628364,1289.41635593256,1284.2613044,5.155051532560037,5.155051532560037,-627.2427946556186,573.72,-1200.9627946556186,1.4015729612572303,3.6780472191300584,nan,2780.0,33200.673,nan,2p6.5s,2S,1/2,2p6.16p,2P*,1/2,C',,poor
Al III,Ritz vacuum,1276.6551294914427,1279.1006372116312,1284.2613044,-5.160667188368734,5.160667188368734,1780.8107491585215,573.72,1207.0907491585215,1.4015729612572303,3.682053900169096,nan,22900000.0,170637.35,178470.32,2p6.5s,2S,1/2,2p6.5p,2P*,3/2,A+,,poor
C I,Ritz vacuum,1286.9789331804197,1289.4442167516113,1284.2613044,5.182912351611321,5.182912351611321,-633.720404629568,573.72,-1207.440404629568,1.4015729612572303,3.6979254700819695,nan,6000.0,80834.62491,88604.76,2s2.2p.4p,3D,3,2s2.2p.(2P*<3/2>).7d,2[5/2]*,2,D,,poor
Fe II,Ritz vacuum,1276.5602037127035,1279.0055295969996,1284.2613044,-5.2557748030003495,5.2557748030003495,1803.1018700100053,573.72,1229.3818700100053,1.4015729612572303,3.749911669447338,nan,0.00109,13474.4474,21307.999,3d7,a 4P,5/2,3d7,a 2D2,3/2,C,,poor
N I,Ritz vacuum,1276.4530746199594,1278.8981952922,1284.2613044,-5.363109107800028,5.363109107800028,1828.2606235924143,573.72,1254.5406235924142,1.4015729612572303,3.8264929875568128,nan,163000.0,103667.16,111501.368,2s2.2p2.(3P).4s,4P,3/2,2s2.2p2.(3P).5p,4S*,3/2,D+,,poor
Fe II,Ritz vacuum,1287.1970924287832,1289.6627938968004,1284.2613044,5.401489496800423,5.401489496800423,-684.5344752313684,573.72,-1258.2544752313684,1.4015729612572303,3.853876784234773,0.8,nan,100749.825,108518.643,3d6.(3F2).5s,e 2F,5/2,3d5.(2F1).4s.4p.(3P*),4F*,7/2,,L18349c139,poor
Co II,Ritz vacuum,1287.2441051966653,1289.7098967203947,1284.2613044,5.4485923203947095,5.4485923203947095,-695.4836463298418,573.72,-1269.2036463298418,1.4015729612572303,3.887483899166581,4.0,41000.0,90199.163,97967.697,3d7.(4F).4d,f 5F,4,3d7.(4F).5p,3F*,3,D,L9429c118,poor
Ne I,Ritz vacuum,1276.34400500025,1278.788916743242,1284.2613044,-5.472387656757974,5.472387656757974,1853.877243476576,573.72,1280.157243476576,1.4015729612572303,3.904461492928036,37.0,nan,163038.3544,170873.2327,2s2.2p5.(2P*<3/2>).4p,2[3/2],2,2s2.2p5.(2P*<3/2>).6d,2[5/2]*,3,,L9097,poor
Ne II,Ritz vacuum,1287.4142113946932,1289.8803287668143,1284.2613044,5.619024366814301,5.619024366814301,-735.0976522641408,573.72,-1308.8176522641409,1.4015729612572303,4.00908445163922,12.0,nan,246397.481,254164.9888,2s2.2p4.(1D).3s,2D,3/2,2s2.2p4.(3P).3p,2P*,3/2,,L11301,poor
N I,Ritz vacuum,1276.1589947576144,1278.6035521026438,1284.2613044,-5.657752297356183,5.657752297356183,1897.334590565277,573.72,1323.614590565277,1.4015729612572303,4.036716213675455,nan,20600.0,112319.805,120155.8,2s2.2p2.(1D).3p,2P*,3/2,2s2.2p2.(1D).3d,2D,3/2,C+,,poor
C I,Ritz vacuum,1287.5570901982449,1290.0234812630877,1284.2613044,5.762176863087689,5.762176863087689,-768.3669305379087,573.72,-1342.0869305379088,1.4015729612572303,4.111221479272072,nan,80000.0,80782.44916,88549.095,2s2.2p.4p,3D,1,2s2.2p.(2P*<1/2>).8s,2[1/2]*,1,D,,poor
Al I,Ritz vacuum,1276.0757721571383,1278.5201700843993,1284.2613044,-5.741134315600675,5.741134315600675,1916.884906726475,573.72,1343.164906726475,1.4015729612572303,4.096207956559606,17.0,62900.0,32435.453,40271.978,3s2.3d,2D,3/2,3s2.5p,2P*,1/2,C+,L6693,poor
C I,Ritz vacuum,1276.028959444375,1278.4732676991412,1284.2613044,-5.788036700858811,5.788036700858811,1927.8825127322923,573.72,1354.1625127322923,1.4015729612572303,4.129672061928807,nan,21000.0,81325.81077,89162.6,2s2.2p.4p,3P,1,2s2.2p.(2P*<3/2>).8d,2[3/2]*,2,D,,poor
Fe II,Ritz vacuum,1276.025818591425,1278.470120829703,1284.2613044,-5.79118357029688,5.79118357029688,1928.6204005550626,573.72,1354.9004005550626,1.4015729612572303,4.1319173031863485,1.5,nan,99688.355,107525.187,3d6.(3F2).5s,f 4F,7/2,3d6.(5D).6p,6P*,5/2,,L18349c139,poor
N I,Ritz vacuum,1287.6831244271102,1290.1497569179046,1284.2613044,5.888452517904625,5.888452517904625,-797.7108754466922,573.72,-1371.4308754466922,1.4015729612572303,4.201317149142633,nan,238000.0,103735.48,111501.368,2s2.2p2.(3P).4s,4P,5/2,2s2.2p2.(3P).5p,4S*,3/2,D+,,poor
He I,Ritz vacuum,1275.9177762507609,1278.3618715276036,1284.2613044,-5.899432872396346,5.899432872396346,1954.004128267619,573.72,1380.284128267619,1.4015729612572303,4.2091514573058495,nan,127540.0,nan,nan,1s.3d,1D,2,1s.5p,1P*,1,AAA,,poor
Ne I,Ritz vacuum,1275.9140982519405,1278.358186483361,1284.2613044,-5.903117916639076,5.903117916639076,1954.8682835080579,573.72,1381.1482835080578,1.4015729612572303,4.211780677720764,170.0,nan,161701.4486,169538.9668,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,3,2s2.2p5.(2P*<3/2>).5f,2[5/2],3,,L9097,poor
Si II,Ritz vacuum,1275.8909219580414,1278.3349657939125,1284.2613044,-5.926338606087484,5.926338606087484,1960.3136696596264,573.72,1386.5936696596264,1.4015729612572303,4.228348270054722,nan,22700000.0,113976.72,121814.38,3s2.6p,2P*,3/2,3s2.8s,2S,1/2,C+,,poor
Cs II,Ritz vacuum,1287.7487022369955,1290.215460345928,1284.2613044,5.954155945928051,5.954155945928051,-812.9779003699084,573.72,-1386.6979003699084,1.4015729612572303,4.248195499281814,4800.0,nan,158057.4164,165822.9066,5p5.(2P*<3/2>).7p,2[1/2],0,5p5.(2P*<3/2>).7d,2[1/2]*,1,,L12126,poor
C I,Ritz vacuum,1287.7571445297879,1290.223918810427,1284.2613044,5.9626144104270224,5.9626144104270224,-814.9432750968442,573.72,-1388.6632750968442,1.4015729612572303,4.254230479074365,nan,3600.0,81325.81077,89091.25,2s2.2p.4p,3P,1,2s2.2p.(2P*<1/2>).8d,2[3/2]*,1,D,,poor
C I,Ritz vacuum,1275.868915981962,1278.3129176640962,1284.2613044,-5.948386735903796,5.948386735903796,1965.4841741388082,573.72,1391.7641741388081,1.4015729612572303,4.244079259753992,nan,3500.0,80801.28887,88639.1,2s2.2p.4p,3D,2,2s2.2p.(2P*<3/2>).7d,2[3/2]*,2,D,,poor
Fe II,Ritz vacuum,1275.672262577575,1278.1158875585882,1284.2613044,-6.145416841411816,6.145416841411816,2011.6935898172107,573.72,1437.9735898172107,1.4015729612572303,4.384657104043511,2.8,nan,105155.093,112994.097,3d6.(3F2).4d,4G,9/2,3d6.(5D<4>).5f,2[6]*,11/2,,L18349c139,poor
Ne I,Ritz vacuum,1275.6231992536516,1278.0667302509924,1284.2613044,-6.194574149007622,6.194574149007622,2023.2235349665748,573.72,1449.5035349665748,1.4015729612572303,4.419730060610618,nan,nan,161699.6613,169538.9668,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,2,2s2.2p5.(2P*<3/2>).5f,2[5/2],3,,L9097,poor
Ne I,Ritz vacuum,1275.6211486967904,1278.0646757661693,1284.2613044,-6.196628633830642,6.196628633830642,2023.7054280292405,573.72,1449.9854280292404,1.4015729612572303,4.421195902832044,nan,nan,161699.6613,169538.9794,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,2,2s2.2p5.(2P*<3/2>).5f,2[5/2],2,,L9097,poor
Fe II,Ritz vacuum,1288.0270578339998,1290.4943491493918,1284.2613044,6.2330447493918655,6.2330447493918655,-877.7725508674312,573.72,-1451.4925508674312,1.4015729612572303,4.447178221675123,1.5,nan,103832.057,111595.869,3d6.(3H).4d,4K,13/2,3d6.(3H).5p,4H*,11/2,,L18349c139,poor
Fe II,Ritz vacuum,1288.1954735731229,1290.6630874987331,1284.2613044,6.401783098733176,6.401783098733176,-916.9689443462817,573.72,-1490.6889443462817,1.4015729612572303,4.5675703482398005,15.0,720000.0,83812.352,91575.149,3d6.(5D).4d,6D,5/2,3d6.(5D).5p,w 6P*,5/2,C+,L18349c139,poor
Fe II,Ritz vacuum,1288.2897391742276,1290.7575336711216,1284.2613044,6.496229271121592,6.496229271121592,-938.9056862064054,573.72,-1512.6256862064056,1.4015729612572303,4.6349561890052335,1.0,nan,107217.854,114980.083,3d6.(5D).6p,6F*,9/2,3d6.(5D).6d,6P,7/2,,L18349c148,poor
Al I,Ritz vacuum,1275.3333705461457,1277.7763463596116,1284.2613044,-6.484958040388392,6.484958040388392,2091.342584819041,573.72,1517.6225848190409,1.4015729612572303,4.626914345273396,nan,56700.0,32436.796,40277.883,3s2.3d,2D,5/2,3s2.5p,2P*,3/2,C+,L6693,poor
Fe I,Ritz vacuum,1288.3289098123817,1290.7967793429284,1284.2613044,6.535474942928431,6.535474942928431,-948.0206909398541,573.72,-1521.7406909398542,1.4015729612572303,4.662957351193491,910.0,2000.0,18378.186,26140.179,3d6.4s2,a 3P2,2,3d6.(5D).4s.4p.(3P*),z 5D*,3,C+,L11631,poor
Ne I,Ritz vacuum,1275.2615510424594,1277.7043892814568,1284.2613044,-6.556915118543202,6.556915118543202,2108.224833819284,573.72,1534.504833819284,1.4015729612572303,4.678254575246342,710.0,nan,161701.4486,169542.9772,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,3,2s2.2p5.(2P*<3/2>).5f,2[7/2],4,,L9097,poor
C I,Ritz vacuum,1288.4033200210772,1290.8713320887398,1284.2613044,6.6100276887398195,6.6100276887398195,-965.3351731672858,573.72,-1539.0551731672858,1.4015729612572303,4.716149548725978,nan,100000.0,80834.62491,nan,2s2.2p.4p,3D,3,2s2.2p.(2P*<3/2>).7d,2[7/2]*,4,D,,poor
C I,Ritz vacuum,1288.438329529137,1290.906408659564,1284.2613044,6.64510425956405,6.64510425956405,-973.4811737047967,573.72,-1547.2011737047967,1.4015729612572303,4.74117612371981,nan,330000.0,80782.44916,88543.78,2s2.2p.4p,3D,1,2s2.2p.(2P*<1/2>).8s,2[1/2]*,0,D,,poor
C I,Ritz vacuum,1288.4523333323614,1290.9204392878942,1284.2613044,6.659134887894197,6.659134887894197,-976.7395115420331,573.72,-1550.4595115420332,1.4015729612572303,4.751186753717667,nan,80000.0,80782.44916,88543.5,2s2.2p.4p,3D,1,2s2.2p.(2P*<1/2>).7d,2[3/2]*,2,D,,poor
Al I,Ritz vacuum,1275.1150112473572,1277.557568780789,1284.2613044,-6.703735619210875,6.703735619210875,2142.6741130574655,573.72,1568.9541130574655,1.4015729612572303,4.783008665633455,8.0,6320.0,32435.453,40277.883,3s2.3d,2D,3/2,3s2.5p,2P*,3/2,D,L6693,poor
Cs II,Ritz vacuum,1274.982295206334,1277.4245985144112,1284.2613044,-6.836705885588799,6.836705885588799,2173.877005528725,573.72,1600.157005528725,1.4015729612572303,4.8778808342993285,40000.0,nan,156822.8269,164666.073,5p5.(2P*<3/2>).7p,2[3/2],1,5p5.(2P*<3/2>).8s,2[3/2]*,1,,L12126,poor
Ar I,Ritz vacuum,1274.9718723758597,1277.4141557183943,1284.2613044,-6.847148681605631,6.847148681605631,2176.3276546600823,573.72,1602.6076546600823,1.4015729612572303,4.885331603046654,12.0,2000000.0,107131.7086,114975.019,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).5s,2[1/2]*,1,D,L2634,poor
Ne I,Ritz vacuum,1274.971442259055,1277.4137247776757,1284.2613044,-6.847579622324247,6.847579622324247,2176.4287855186644,573.72,1602.7087855186644,1.4015729612572303,4.885639072390404,540.0,nan,161699.6613,169542.9742,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,2,2s2.2p5.(2P*<3/2>).5f,2[7/2],3,,L9097,poor
C I,Ritz vacuum,1274.9486660738446,1277.3909049633478,1284.2613044,-6.870399436652178,6.870399436652178,2181.784065291377,573.72,1608.064065291377,1.4015729612572303,4.901920646706351,nan,80000.0,81325.81077,89169.2,2s2.2p.4p,3P,1,2s2.2p.(2P*<3/2>).8d,2[1/2]*,0,D,,poor
N II,Ritz vacuum,1274.8756462442345,1277.3177452599746,1284.2613044,-6.9435591400254,6.9435591400254,2198.9535820507426,573.72,1625.2335820507426,1.4015729612572303,4.95411893063129,nan,1640000.0,202861.36,210705.26,2s2.2p.4p,3D,3,2s2.2p.4d,3P*,2,C+,,poor
Fe I,Ritz vacuum,1288.8159020723178,1291.2847044650794,1284.2613044,7.023400065079386,7.023400065079386,-1061.3204685224657,573.72,-1635.0404685224657,1.4015729612572303,5.011084159885119,15.0,nan,46720.842,54479.902,3d7.(4P).4p,u 5D*,4,3d6.4s.(6D).6s,5D,4,,L11631,poor
C I,Ritz vacuum,1274.8286334772292,1277.2706424372589,1284.2613044,-6.990661962741115,6.990661962741115,2210.0084412335923,573.72,1636.2884412335923,1.4015729612572303,4.987726044936251,nan,21000.0,81325.81077,89170.01,2s2.2p.4p,3P,1,2s2.2p.(2P*<3/2>).8d,2[1/2]*,1,D,,poor
Fe II,Ritz vacuum,1274.8277432354712,1277.2697504901907,1284.2613044,-6.991553909809227,6.991553909809227,2210.21778180388,573.72,1636.49778180388,1.4015729612572303,4.988362434972851,7.0,nan,103751.672,111595.869,3d6.(3H).4d,4H,11/2,3d6.(3H).5p,4H*,11/2,,L18349c139,poor
Si II,Ritz vacuum,1274.6385818659667,1277.080226770997,1284.2613044,-7.181077629003084,7.181077629003084,2254.7023915157456,573.72,1680.9823915157456,1.4015729612572303,5.123584592101119,nan,165000.0,124316.9,132162.29,3s.3p.(3P*).3d,4D*,5/2,3s.3p.(3P*).4p,4D,7/2,D+,,poor
C I,Ritz vacuum,1274.5985710004445,1277.0401392623169,1284.2613044,-7.221165137683101,7.221165137683101,2264.112480644242,573.72,1690.3924806442421,1.4015729612572303,5.15218639149946,nan,18000.0,80801.28887,88646.9,2s2.2p.4p,3D,2,2s2.2p.(2P*<3/2>).7d,2[1/2]*,1,D,,poor
Ne I,Ritz vacuum,1289.0684306555056,1291.5377167815677,1284.2613044,7.276412381567752,7.276412381567752,-1120.0548047803973,573.72,-1693.7748047803973,1.4015729612572303,5.191604420679399,14.0,nan,151038.4524,158795.9924,2s2.2p5.(2P*<1/2>).3p,2[1/2],1,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,,L9097,poor
C I,Ritz vacuum,1289.103510182616,1291.5728635055682,1284.2613044,7.311559105568222,7.311559105568222,-1128.2128563246622,573.72,-1701.9328563246622,1.4015729612572303,5.216681048847898,nan,10000.0,80801.28887,88558.62,2s2.2p.4p,3D,2,2s2.2p.(2P*<1/2>).7d,2[3/2]*,1,D,,poor
Fe II,Ritz vacuum,1274.5424257534053,1276.9838864657665,1284.2613044,-7.277417934233426,7.277417934233426,2277.3176787805614,573.72,1703.5976787805614,1.4015729612572303,5.192321866501678,1.4,nan,106924.441,114770.394,3d6.(3F2).4d,2G,9/2,3d6.(3G).5p,2H*,9/2,,L18349c139,poor
Fe I,Ritz vacuum,1274.2679512160146,1276.7088861563136,1284.2613044,-7.552418243686361,7.552418243686361,2341.8815342962334,573.72,1768.1615342962334,1.4015729612572303,5.388530210308665,9.0,nan,47017.188,54864.831,3d7.(4P).4p,w 3D*,3,3d6.4s.(6D).6s,5D,3,,L11631,poor
Fe I,Ritz vacuum,1289.422306763405,1291.892270759891,1284.2613044,7.63096635989109,7.63096635989109,-1202.3415433294388,573.72,-1776.0615433294388,1.4015729612572303,5.444573041025284,5.0,nan,44458.934,52214.345,3d6.(3P2).4s.4p.(3P*),w 5D*,0,3d6.(5D).4s (4D).5s,g 5D,1,,L11631,poor
Fe I,Ritz vacuum,1274.2280003668134,1276.6688587789195,1284.2613044,-7.592445621080515,7.592445621080515,2351.2801990075386,573.72,1777.5601990075386,1.4015729612572303,5.417089106991609,8.0,nan,43922.668,51770.557,3d6.(3P2).4s.4p.(3P*),w 5D*,3,3d6.(5D).4s (4D).5s,g 5D,3,,L11631,poor
Ar II,Ritz vacuum,1274.2088151568075,1276.6496368185194,1284.2613044,-7.61166758148056,7.61166758148056,2355.793731972511,573.72,1782.073731972511,1.4015729612572303,5.430803669794535,0.0012,nan,147503.1134,155351.1206,3s2.3p4.(3P).3d,4P,3/2,3s2.3p4.(3P).4p,4P*,3/2,,L13470,poor
N II,Ritz vacuum,1289.4686093385633,1291.9386620303458,1284.2613044,7.677357630345796,7.677357630345796,-1213.1065876771222,573.72,-1786.8265876771222,1.4015729612572303,5.477672474117295,nan,21100000.0,202170.63,209925.76,2s2.2p.4p,1P,1,2s2.2p.4d,1D*,2,B,,poor
Cs II,Ritz vacuum,1273.9002413594526,1276.3404719299713,1284.2613044,-7.920832470028699,7.920832470028699,2428.3983225919133,573.72,1854.6783225919132,1.4015729612572303,5.651387897012228,200000.0,nan,149221.3163,157071.2245,5p5.(2P*<3/2>).7s,2[3/2]*,2,5p5.(2P*<3/2>).7p,2[3/2],2,,L12126,poor
Fe II,Ritz vacuum,1273.7587829445713,1276.198742543206,1284.2613044,-8.062561856793991,8.062561856793991,2461.687977636052,573.72,1887.967977636052,1.4015729612572303,5.752509558661692,0.4,nan,107197.107,115047.887,3d6.(5D).6p,6P*,7/2,3d6.(5D).6d,6P,5/2,,L18349c139,poor
Fe II,Ritz vacuum,1289.9301046746791,1292.4010413878243,1284.2613044,8.139736987824335,8.139736987824335,-1320.3799225556788,573.72,-1894.0999225556789,1.4015729612572303,5.807572786309232,1.7,nan,103983.496,111735.854,3d6.(3G).5s,e 2G,7/2,3d6.(3H).5p,4H*,7/2,,L18349c139,poor
Fe II,Ritz vacuum,1273.7226031194716,1276.1624934135311,1284.2613044,-8.098810986468834,8.098810986468834,2470.202822845011,573.72,1896.4828228450108,1.4015729612572303,5.778372735732637,6.0,nan,104315.373,112166.376,3d6.(3H).4d,2K,13/2,3d5.(2H).4s.4p.(3P*),4I*,11/2,,L18349c145,poor
Fe I,Ritz vacuum,1289.9645440279708,1292.4355467117155,1284.2613044,8.174242311715489,8.174242311715489,-1328.3837043280066,573.72,-1902.1037043280066,1.4015729612572303,5.832191785708452,269.0,nan,39625.804,47377.955,3d6.(5D).4s.4p.(1P*),x 5D*,4,3d7.(4F).5s,e 5F,4,,L11631,poor
