window_radius_planes,pabeta_flux,pagamma_flux,pabeta_pagamma_ratio,ratio_sigma,existing_pagamma_flux,pagamma_fraction_existing
0.0,761.331868071279,253.60501577430736,3.0020378963987717,0.03836757834690174,667.411923289299,0.37998274667379406
1.0,1281.960220781463,394.0570552706188,3.2532350420704343,0.043714239032762184,667.411923289299,0.5904255550732935
2.0,1949.463679921591,547.9732449813853,3.5575891665802306,0.04171494512558075,667.411923289299,0.8210420369488344
3.0,2121.346806130399,549.2523010972802,3.8622447314147506,0.0804522831672363,667.411923289299,0.822958478761248
4.0,2164.3880011875663,517.9503813822544,4.178755492778021,0.09676747876558887,667.411923289299,0.7760580284954567
