s3d_file,x1d_file,crds_reference,program,apername,pps_aper,sltname,srctype,extr_x,extr_y,center_ra_deg,center_dec_deg,pipeline_slit_ra_deg,pipeline_slit_dec_deg,pa_aper_deg,pixel_scale_x_arcsec,pixel_scale_y_arcsec,cube_nx,cube_ny,cube_width_arcsec,cube_height_arcsec,cube_area_arcsec2,model_type,exposure_type,method,region_type,subpixels,subtract_background,aperture_radius_arcsec,aperture_radius_x_pixels,aperture_radius_y_pixels,aperture_area_arcsec2,aperture_pixel_count,pa_gamma_wavelength_um,pa_beta_wavelength_um,pa_gamma_npixels,pa_beta_npixels,pa_gamma_radius_arcsec,pa_beta_radius_arcsec,same_nominal_aperture,background_inner_arcsec,background_outer_arcsec,footprint_status,effective_pixel_weighting_status
/home/glenn/Projects/cosmic_ai/data/m51_jwst_level3/jw03435-o006_t010_nirspec_g140m-f100lp_s3d.fits,/home/glenn/Projects/cosmic_ai/data/m51_jwst_level3/jw03435-o006_t010_nirspec_g140m-f100lp_x1d.fits,/home/glenn/crds_cache/jwst/references/jwst/nirspec/jwst_nirspec_extract1d_0002.asdf,,NRS_FULL_IFU,NRS_FULL_IFU,NRS_IFU,EXTENDED,62.0,48.0,202.4820850145,47.195903588,202.48206457444076,47.195917476887274,330.0011548669441,0.10000000149011605,0.10000000149011605,125,97,12.500000186264506,9.700000144541256,121.25000361353145,Extract1dIFUModel,NRS_IFU,center,target,5,False,0.45,4.499999932944779,4.499999932944779,0.6361725123519332,69,1.0937020308629144,1.281958034291165,4708.0,4707.0,0.45,0.45,True,1.0,1.2000000476837158,PIPELINE NOMINAL GEOMETRY RECOVERED,NOT EXPLICITLY RECOVERED
