half_width_planes,number_of_planes,first_plane,last_plane,low_wavelength_nm,high_wavelength_nm,mean_wavelength_nm,mean_velocity_kms,pagamma_flux,finite_pixels,positive_pixels,pabeta_flux,pabeta_pagamma_ratio,existing_pagamma_flux,fraction_of_existing,minimum_Av,maximum_Av,median_Av,best_Te,best_ne,best_intrinsic_ratio,best_Av
0,1,197,197,1095.6100308976602,1095.6100308976602,1095.6100308976602,496.0994805864801,260.78367456159293,69,68,2059.4152245521545,7.897025103332354,668.038149535656,0.3903724281956952,16.488500575791925,25.01670944502875,20.71591794438415,5000.0,100000000000000.0,2.38739377,16.488500575791925
1,3,196,198,1094.9740308860783,1096.246030909242,1095.6100308976602,496.0994805864801,557.3199804060779,69,67,2059.4152245521545,3.6952115426610237,668.038149535656,0.8342637030437008,6.0209478379426065,14.549156707179431,10.248365206534828,5000.0,100000000000000.0,2.38739377,6.0209478379426065
2,5,195,199,1094.3380308744963,1096.882030920824,1095.6100308976602,496.0994805864801,599.3444627171085,69,65,2059.4152245521545,3.4361128744159295,668.038149535656,0.8971710120652608,5.018958447232075,13.547167316468899,9.2463758158243,5000.0,100000000000000.0,2.38739377,5.018958447232075
3,7,194,200,1093.7020308629144,1097.518030932406,1095.6100308976602,496.0994805864801,592.091367925651,69,62,2059.4152245521545,3.4782051151449243,668.038149535656,0.8863137057924093,5.186775075780801,13.714983945017625,9.414192444373022,5000.0,100000000000000.0,2.38739377,5.186775075780801
4,9,193,201,1093.0660308513325,1098.154030943988,1095.6100308976602,496.0994805864801,576.6852726541822,69,57,2059.4152245521545,3.571125052446264,668.038149535656,0.8632520059745512,5.550156849852532,14.078365719089353,9.777574218444755,5000.0,100000000000000.0,2.38739377,5.550156849852532
