s3d_path,existing_pagamma_path,rest_wavelength_nm,m51_velocity_kms,predicted_wavelength_nm,fwhm_nm,line_low_nm,line_high_nm,spectral_spacing_nm,line_planes,blue_continuum_planes,red_continuum_planes,reconstructed_finite_pixels,reconstructed_positive_pixels,reconstructed_negative_pixels,reconstructed_total_positive_flux,existing_total_positive_flux,common_finite_pixels,pearson_correlation,linear_slope,linear_intercept,aperture_pixels,reconstructed_aperture_sum,existing_aperture_sum
/home/glenn/Projects/cosmic_ai/data/m51_jwst_level3/jw03435-o006_t010_nirspec_g140m-f100lp_s3d.fits,/home/glenn/Projects/cosmic_ai/data/atomic_lines/m51_1096_pagamma_hydrogen_consistency_map.fits,1093.8,463.0,1095.4892666459275,0.4057367654244176,1095.2863982632152,1095.6921350286398,0.6360000115819275,1,13,13,12125,3780,893,6315.3613242987685,21471.934051140794,4703,0.8525339761332951,2.608317977678625,0.5226122136059822,69,260.75187440057493,667.411923289299
