aperture_pixels,spectrum_low_nm,spectrum_high_nm,pabeta_rest_nm,predicted_pagamma_nm,nearest_plane,nearest_plane_wavelength_nm,nearest_plane_velocity_kms,peak_wavelength_nm,peak_velocity_kms,peak_flux,fwhm_nm,fwhm_velocity_kms,left_half_width_nm,right_half_width_nm,profile_asymmetry,integrated_pagamma_flux,integrated_flux_error_estimate
69,1088.0,1102.0,1093.8,1095.4892666459275,197,1095.6100308976602,496.0994805864801,1095.6100308976602,496.0994805864801,428.93522256959375,1.450017917541345,396.7693096854883,0.43105874913567277,1.0189591684056722,0.4054435549781656,677.5609614345456,30.144257604966846
