aperture_pixels,common_velocity_kms,common_velocity_uncertainty_kms,common_sigma_velocity_kms,common_sigma_velocity_uncertainty_kms,common_fwhm_velocity_kms,pabeta_centroid_nm,pagamma_centroid_nm,pabeta_sigma_nm,pagamma_sigma_nm,pabeta_flux,pabeta_flux_uncertainty,pagamma_flux,pagamma_flux_uncertainty,pabeta_pagamma_ratio,pabeta_pagamma_ratio_uncertainty,beta_chi2,gamma_chi2,total_chi2,degrees_of_freedom,reduced_chi2,beta_reduced_chi2,gamma_reduced_chi2,existing_pagamma_flux,common_fit_over_existing
69,568.2529940676866,1.8307340751810115,136.15716042792712,1.752436437739487,320.62561064596355,1284.236649733106,1095.873284728568,0.5832635574345709,0.4977143041986303,2118.5590915081207,29.97241914140881,630.8441854235124,20.680691017493032,3.3582921749303947,0.1199079512398321,409.52291473867433,171.52188356616819,581.0447983048425,40,14.526119957621063,19.501091178032112,10.089522562715775,667.411923289299,0.9452096425164765
