wavelength_nm,aperture_flux,aperture_error,pabeta_continuum,pabeta_residual,pagamma_continuum,pagamma_residual
990.670028986642,302.6548705101013,4.014467831091976,524.8553479368313,-222.20047742673,563.59408365733,-260.93921314722866
991.3060289982241,286.6201739311218,4.000998870673908,524.5723546044076,-237.95218067328574,562.2313481965398,-275.61117426541796
991.942029009806,303.5948247909546,4.0354897483490095,524.2893612719839,-220.69453648102933,560.8686127357496,-257.273787944795
992.5780290213878,282.41105031967163,4.054876722377961,524.0063679395603,-241.59531761988865,559.5058772749594,-277.0948269552878
993.2140290329697,273.07316184043884,4.086437683658085,523.7233746071365,-250.65021276669768,558.1431418141692,-285.06997997373037
993.8500290445517,276.92697834968567,4.170988203726494,523.4403812747128,-246.5134029250271,556.780406353379,-279.85342800369335
994.4860290561337,282.2444498538971,4.227345590014264,523.157387942289,-240.9129380883919,555.4176708925884,-273.1732210386913
995.1220290677156,280.603563785553,4.273351490943543,522.8743946098652,-242.27083082431227,554.0549354317982,-273.4513716462452
995.7580290792974,287.55840039253235,4.011079998017918,522.5914012774416,-235.03300088490926,552.6921999710084,-265.1337995784761
996.3940290908794,303.30063796043396,3.9524542226001893,522.308407945018,-219.007769984584,551.3294645102183,-248.0288265497843
997.0300291024613,294.2533050775528,3.986923815766196,522.0254146125942,-227.7721095350414,549.9667290494281,-255.71342397187527
997.6660291140433,294.07832193374634,3.85831477618798,521.7424212801704,-227.6640993464241,548.6039935886374,-254.52567165489108
998.3020291256253,301.4898328781128,3.866144557910281,521.4594279477467,-219.9695950696339,547.2412581278472,-245.75142524973444
998.9380291372071,292.3587727546692,4.099541388945714,521.1764346153229,-228.81766186065374,545.8785226670575,-253.5197499123883
999.574029148789,308.70540499687195,4.079925713805819,520.8934412828992,-212.18803628602723,544.5157872062673,-235.81038220939536
1000.2100291603709,317.4582530260086,4.186535000325961,520.6104479504755,-203.15219492446693,543.1530517454771,-225.6947987194685
1000.846029171953,303.90319561958313,4.099858741492179,520.3274546180518,-216.42425899846864,541.7903162846865,-237.88712066510334
1001.4820291835349,302.5085823535919,4.250917206233922,520.044461285628,-217.5358789320361,540.4275808238963,-237.91899847030436
1002.1180291951167,287.01259422302246,4.173890337694804,519.7614679532044,-232.7488737301819,539.0648453631061,-252.05225114008363
1002.7540292066986,293.64922535419464,4.087088737211977,519.4784746207806,-225.82924926658598,537.7021099023159,-244.05288454812126
1003.3900292182806,290.1615846157074,4.160486804314772,519.1954812883569,-229.03389667264946,536.3393744415257,-246.1777898258183
1004.0260292298626,302.3494863510132,4.0814561967270615,518.9124879559331,-216.56300160491992,534.9766389807355,-232.62715262972233
1004.6620292414445,302.5114812850952,4.335215191983502,518.6294946235093,-216.11801333841413,533.6139035199453,-231.1024222348501
1005.2980292530264,306.1500768661499,4.054163207336749,518.3465012910858,-212.1964244249359,532.2511680591551,-226.10109119300523
1005.9340292646083,355.1098167896271,4.046338414571273,518.0635079586621,-162.95369116903498,530.888432598365,-175.77861580873787
1006.5700292761902,479.6447660923004,4.299464571339694,517.7805146262383,-38.135748533937885,529.5256971375748,-49.88093104527434
1007.2060292877723,448.4905757904053,4.197526248418913,517.4975212938145,-69.00694550340927,528.1629616767841,-79.67238588637883
1007.8420292993542,318.9298195838928,3.9089633238662134,517.2145279613908,-198.28470837749796,526.8002262159939,-207.8704066321011
