aperture_pixels,pabeta_predicted_nm,pagamma_predicted_nm,pabeta_nearest_plane,pagamma_nearest_plane,pabeta_nearest_velocity_kms,pagamma_nearest_velocity_kms,velocity_bin_kms,valid_velocity_bins,pabeta_integrated_flux,pagamma_integrated_flux,integrated_ratio,integrated_ratio_error,velocity_profile_correlation,ratio_minimum,ratio_maximum,ratio_median
69,1283.786624987764,1095.4892666459275,493,197,481.5724689216928,496.0994805864801,50.0,16,537568.5724142848,71459.27903706822,7.5227259448759725,0.42947831324589925,0.9904191466434227,2.041538402590371,15.334246690851444,3.2352736707085175
