aperture_pixels,pabeta_predicted_nm,pabeta_observed_nm,pagamma_predicted_nm,pagamma_observed_nm,pabeta_fit_flux,pabeta_fit_flux_error,pagamma_fit_flux,pagamma_fit_flux_error,profile_ratio,profile_ratio_error,pabeta_velocity_kms,pagamma_velocity_kms,velocity_difference_kms,velocity_difference_error_kms,pabeta_fwhm_nm,pagamma_fwhm_nm,pabeta_reduced_chi2,pagamma_reduced_chi2,existing_pagamma_flux,profile_pagamma_fraction_existing
69,1283.786624987764,1283.8660343259105,1095.4892666459275,1095.6100308976602,2125.1027227030704,10.749911147218047,665.095890123233,9.29145407599257,3.1951824605461305,0.04747318700036962,567.5694737024145,574.3112711698252,6.74179746741072,1.6171162452217922,1.3680214420775059,1.2828530058303094,18.09471462597894,5.024235153682334,667.411923289299,0.9965298295022186
