chaos_target,chaos_c_hbeta,chaos_c_hbeta_sigma,chaos_av,chaos_av_sigma,nominal_aperture_pixels,pabeta_total,pagamma_total,integrated_ratio,best_te,best_ne,best_intrinsic_ratio,integrated_required_av,integrated_av_difference_from_chaos,storey_hummer_1sigma_compatible_points,storey_hummer_av_min,storey_hummer_av_max,storey_hummer_av_median
NGC5194+30.2+2.2,1.032,0.013,2.2372027972027975,0.028181818181818183,69,1336.3346621060998,668.038149535656,2.000386748922898,30000.0,1000000000.0,1.70157938,2.229880635726908,0.007322161475889377,4,-2.437703502975739,6.090505366261085,1.7897138656164855
